Day,Cow,Pig,Poultry,CH4,NH4
46,1.361618696,0.150065258,0.397062842,0.470041,2.5312040000000002
47,1.361618696,0.150065258,0.397062842,0.470426,2.527349
48,1.361618696,0.150065258,0.397062842,0.470686,2.523672
49,1.361618696,0.150065258,0.397062842,0.470875,2.520161
50,1.361618696,0.150065258,0.397062842,0.471026,2.5168090000000003
51,1.361618696,0.150065258,0.397062842,0.471154,2.513608
52,1.361618696,0.150065258,0.397062842,0.471265,2.510552
53,1.361618696,0.150065258,0.397062842,0.471362,2.507635
54,1.361618696,0.150065258,0.397062842,0.471448,2.504849
55,1.361618696,0.150065258,0.397062842,0.471525,2.502186
56,1.361618696,0.150065258,0.397062842,0.471593,2.49964
57,1.361618696,0.150065258,0.397062842,0.471655,2.4972060000000003
58,1.361618696,0.150065258,0.397062842,0.471712,2.494876
59,1.361618696,0.150065258,0.397062842,0.471763,2.492645
60,1.361618696,0.075032629,0.794125683,0.538557,2.505145
61,1.361618696,0.075032629,0.794125683,0.561742,2.527418
62,1.361618696,0.075032629,0.794125683,0.571868,2.552729
63,1.361618696,0.075032629,0.794125683,0.575229,2.577636
64,1.361618696,0.075032629,0.794125683,0.576651,2.6014690000000003
65,1.361618696,0.075032629,0.794125683,0.577793,2.624433
66,1.361618696,0.075032629,0.794125683,0.57885,2.6467199999999997
67,1.361618696,0.075032629,0.794125683,0.579752,2.668397
68,1.361618696,0.075032629,0.794125683,0.580476,2.689471
69,1.361618696,0.075032629,0.794125683,0.581041,2.709932
70,1.361618696,0.075032629,0.794125683,0.581477,2.729772
71,1.361618696,0.075032629,0.794125683,0.58182,2.748989
72,1.361618696,0.075032629,0.794125683,0.582096,2.7675880000000004
73,1.361618696,0.075032629,0.794125683,0.58232,2.785578
74,1.361618696,0.075032629,0.794125683,0.582505,2.802971
75,1.361618696,0.075032629,0.794125683,0.58266,2.819779
76,1.361618696,0.075032629,0.794125683,0.582792,2.836016
77,1.361618696,0.075032629,0.794125683,0.582905,2.851698
78,1.361618696,0.075032629,0.794125683,0.583003,2.866839
79,1.361618696,0.075032629,0.794125683,0.583088,2.881456
80,1.361618696,0.0,1.191188525,0.652077,2.911609
81,1.361618696,0.0,1.191188525,0.672822,2.949786
82,1.361618696,0.0,1.191188525,0.680253,2.988916
83,1.361618696,0.0,1.191188525,0.683573,3.0270859999999997
84,1.361618696,0.0,1.191188525,0.685836,3.064174
85,1.361618696,0.0,1.191188525,0.687609,3.100259
86,1.361618696,0.0,1.191188525,0.68898,3.1353519999999997
87,1.361618696,0.0,1.191188525,0.690013,3.1694340000000003
88,1.361618696,0.0,1.191188525,0.69078,3.2024850000000002
89,1.361618696,0.0,1.191188525,0.691349,3.234496
90,1.361618696,0.0,1.191188525,0.691772,3.265469
91,1.361618696,0.0,1.191188525,0.692087,3.2954160000000003
92,1.361618696,0.0,1.191188525,0.692321,3.324353
93,1.361618696,0.0,1.191188525,0.692494,3.3523009999999998
94,1.361618696,0.0,1.191188525,0.692621,3.379283
95,1.361618696,0.0,1.191188525,0.692712,3.4053240000000002
96,1.361618696,0.0,1.191188525,0.692774,3.43045
97,1.361618696,0.0,1.191188525,0.692812,3.4546900000000003
98,1.361618696,0.0,1.191188525,0.69283,3.478069
99,1.361618696,0.0,1.191188525,0.692833,3.500615
100,1.556135653,0.0,0.794125683,0.625617,3.503435
101,1.556135653,0.0,0.794125683,0.611357,3.498076
102,1.556135653,0.0,0.794125683,0.607134,3.490867
103,1.556135653,0.0,0.794125683,0.60506,3.483062
104,1.556135653,0.0,0.794125683,0.603764,3.475067
105,1.556135653,0.0,0.794125683,0.602839,3.467061
106,1.556135653,0.0,0.794125683,0.602141,3.4591309999999997
107,1.556135653,0.0,0.794125683,0.601599,3.451327
108,1.556135653,0.0,0.794125683,0.601176,3.443681
109,1.556135653,0.0,0.794125683,0.600845,3.436214
110,1.556135653,0.0,0.794125683,0.600588,3.428941
111,1.556135653,0.0,0.794125683,0.60039,3.421872
112,1.556135653,0.0,0.794125683,0.600239,3.415013
113,1.556135653,0.0,0.794125683,0.600122,3.408365
114,1.556135653,0.0,0.794125683,0.600032,3.401929
115,1.556135653,0.0,0.794125683,0.599963,3.3957020000000004
116,1.556135653,0.0,0.794125683,0.599909,3.3896819999999996
117,1.556135653,0.0,0.794125683,0.599866,3.383864
118,1.556135653,0.0,0.794125683,0.599831,3.3782460000000003
119,1.556135653,0.0,0.794125683,0.599802,3.372821
0,1.556135653,0.0,0.794125683,0.198188,2.015018
1,1.556135653,0.0,0.794125683,0.374099,2.019187
2,1.556135653,0.0,0.794125683,0.478677,2.04026
3,1.556135653,0.0,0.794125683,0.536239,2.0720859999999997
4,1.556135653,0.0,0.794125683,0.563551,2.105631
5,1.556135653,0.0,0.794125683,0.574883,2.1376720000000002
6,1.556135653,0.0,0.794125683,0.583642,2.169167
7,1.556135653,0.0,0.794125683,0.591959,2.200904
8,1.556135653,0.0,0.794125683,0.597956,2.232936
9,1.556135653,0.0,0.794125683,0.601077,2.265033
10,1.361618696,0.0,1.191188525,0.662271,2.3144839999999998
11,1.361618696,0.0,1.191188525,0.682115,2.372166
12,1.361618696,0.0,1.191188525,0.687856,2.430325
13,1.361618696,0.0,1.191188525,0.68955,2.487111
14,1.361618696,0.0,1.191188525,0.690413,2.542469
15,1.361618696,0.0,1.191188525,0.690978,2.596433
16,1.361618696,0.0,1.191188525,0.69132,2.648946
17,1.361618696,0.0,1.191188525,0.691492,2.699936
18,1.361618696,0.0,1.191188525,0.69157,2.749362
19,1.361618696,0.0,1.191188525,0.691603,2.797208
20,1.361618696,0.075032629,0.794125683,0.619398,2.8267849999999997
21,1.361618696,0.075032629,0.794125683,0.602556,2.847688
22,1.361618696,0.075032629,0.794125683,0.595456,2.865698
23,1.361618696,0.075032629,0.794125683,0.591433,2.8821019999999997
24,1.361618696,0.075032629,0.794125683,0.588885,2.8973780000000002
25,1.361618696,0.075032629,0.794125683,0.587198,2.9117669999999998
26,1.361618696,0.075032629,0.794125683,0.586043,2.9254140000000004
27,1.361618696,0.075032629,0.794125683,0.585229,2.938409
28,1.361618696,0.075032629,0.794125683,0.584642,2.950815
29,1.361618696,0.075032629,0.794125683,0.584217,2.9626819999999996
30,1.361618696,0.150065258,0.397062842,0.512204,2.958164
31,1.361618696,0.150065258,0.397062842,0.493383,2.945007
32,1.361618696,0.150065258,0.397062842,0.485277,2.9294140000000004
33,1.361618696,0.150065258,0.397062842,0.481175,2.9132710000000004
34,1.361618696,0.150065258,0.397062842,0.478908,2.897257
35,1.361618696,0.150065258,0.397062842,0.477545,2.88162
36,1.361618696,0.150065258,0.397062842,0.476614,2.8664340000000004
37,1.361618696,0.150065258,0.397062842,0.475901,2.8516950000000003
38,1.361618696,0.150065258,0.397062842,0.475317,2.837387
39,1.361618696,0.150065258,0.397062842,0.474823,2.823494
40,1.16710174,0.225097887,0.397062842,0.471355,2.811808
41,1.16710174,0.225097887,0.397062842,0.467785,2.801206
42,1.16710174,0.225097887,0.397062842,0.464749,2.7909409999999997
43,1.16710174,0.225097887,0.397062842,0.462465,2.780809
44,1.16710174,0.225097887,0.397062842,0.460893,2.770829
45,1.16710174,0.225097887,0.397062842,0.459864,2.7610569999999997
46,1.16710174,0.225097887,0.397062842,0.459192,2.751538
47,1.16710174,0.225097887,0.397062842,0.45874,2.742292
48,1.16710174,0.225097887,0.397062842,0.458417,2.733325
49,1.16710174,0.225097887,0.397062842,0.458167,2.724635
50,0.972584783,0.225097887,0.794125683,0.522682,2.732688
51,0.972584783,0.225097887,0.794125683,0.542791,2.75143
52,0.972584783,0.225097887,0.794125683,0.549651,2.77324
53,0.972584783,0.225097887,0.794125683,0.550321,2.794476
54,0.972584783,0.225097887,0.794125683,0.549911,2.8145700000000002
55,0.972584783,0.225097887,0.794125683,0.549867,2.833808
56,0.972584783,0.225097887,0.794125683,0.550144,2.852411
57,0.972584783,0.225097887,0.794125683,0.55052,2.870462
58,0.972584783,0.225097887,0.794125683,0.550868,2.887976
59,0.972584783,0.225097887,0.794125683,0.551159,2.904948
60,0.778067826,0.225097887,1.191188525,0.617889,2.9393119999999997
61,0.778067826,0.225097887,1.191188525,0.636567,2.982246
62,0.778067826,0.225097887,1.191188525,0.641123,3.025868
63,0.778067826,0.225097887,1.191188525,0.642106,3.0682069999999997
64,0.778067826,0.225097887,1.191188525,0.642729,3.109218
65,0.778067826,0.225097887,1.191188525,0.643395,3.1490270000000002
66,0.778067826,0.225097887,1.191188525,0.644015,3.187661
67,0.778067826,0.225097887,1.191188525,0.644529,3.2251149999999997
68,0.778067826,0.225097887,1.191188525,0.64492,3.261377
69,0.778067826,0.225097887,1.191188525,0.645208,3.296446
